,Si,Fe,Ti,Cr,V,Al,Zr,W,Mo,Nb,Sn,Ta
66233,0.0,0.0,78.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0
66500,0.0,0.0,83.5,6.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0
66569,0.0,0.0,86.5,0.0,12.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
66609,0.0,0.0,84.5,0.0,14.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
66612,0.0,0.0,85.5,0.0,11.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0
66631,0.0,0.0,85.5,3.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0
66648,0.0,0.0,88.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0
66751,0.0,0.0,86.5,0.0,10.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0
66801,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,8.5,11.0,0.0,0.0
66886,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,7.5,12.0,0.0,0.0
66946,0.0,0.0,90.0,2.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0
67046,0.0,0.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
67088,0.0,0.0,82.5,0.0,14.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0
67115,0.0,0.0,82.0,0.0,3.5,0.0,0.0,0.0,0.0,14.5,0.0,0.0
67129,0.0,0.0,91.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
67249,0.0,0.0,77.5,0.0,0.0,0.0,0.0,0.0,13.0,0.0,9.5,0.0
67350,0.0,0.0,90.0,7.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
67360,0.0,0.0,91.5,7.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67397,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0
67428,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
67437,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0
67460,0.0,0.0,85.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
67461,0.0,0.0,80.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
67592,0.0,0.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
67601,0.0,0.0,80.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
67612,0.0,0.0,83.5,0.0,15.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67620,0.0,0.0,82.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
67626,0.0,0.0,82.5,2.5,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
67645,0.0,0.0,92.5,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67691,0.0,0.0,75.2,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.3
67706,0.0,0.0,70.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0
67731,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
67779,0.3,0.0,81.7,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67823,0.0,0.0,86.5,0.0,0.0,0.0,0.0,0.0,7.0,6.5,0.0,0.0
67915,0.0,4.5,94.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
67929,0.0,0.0,93.5,2.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
67937,0.0,0.0,89.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
68097,0.0,0.0,88.4,0.0,11.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
68188,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,6.5,16.5,0.0,0.0
68216,0.0,0.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
68272,0.0,0.0,82.0,0.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68292,0.0,0.0,92.5,7.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
68299,0.0,0.0,74.0,0.0,2.5,0.0,0.0,0.0,0.0,23.5,0.0,0.0
68380,0.0,0.0,80.5,0.0,0.0,0.0,7.5,0.0,12.0,0.0,0.0,0.0
68465,0.0,0.0,83.0,0.0,0.0,2.5,0.0,0.0,14.5,0.0,0.0,0.0
68491,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,1.5,20.5,0.0,0.0
68514,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.5,0.0
68572,0.0,0.0,82.5,0.0,16.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68716,0.0,0.0,90.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
68824,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,7.0,0.0
68864,0.0,0.0,73.5,0.0,0.0,1.0,0.0,0.0,0.0,25.5,0.0,0.0
68903,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,3.5,15.5,0.0,0.0
69123,0.0,0.0,88.5,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
69164,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,8.5,0.5,0.0,0.0
69183,0.0,0.0,90.0,1.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69248,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,10.0,6.5,0.0,0.0
69286,0.0,0.0,89.6,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
69292,0.0,0.0,77.0,0.0,3.5,0.0,0.0,0.0,0.0,19.5,0.0,0.0
69304,0.0,0.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
69536,0.0,0.0,73.5,0.0,0.0,0.0,0.0,0.0,4.5,22.0,0.0,0.0
69555,0.0,0.0,81.5,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.5,0.0
69586,0.0,0.0,92.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69633,0.0,0.0,88.5,2.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
69646,0.0,0.0,91.0,0.0,1.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0
69679,0.0,0.0,71.5,0.0,0.0,0.0,0.0,0.0,0.0,25.5,3.0,0.0
69693,0.0,0.0,75.6,0.0,0.0,0.0,0.0,0.4,0.0,24.0,0.0,0.0
69727,0.0,0.0,77.5,0.0,19.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
69730,0.0,0.0,88.3,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.7
69804,0.0,0.0,77.0,0.0,1.5,0.0,0.0,0.0,0.0,21.5,0.0,0.0
69844,0.0,0.0,82.5,0.0,0.0,0.0,0.0,0.0,7.0,10.5,0.0,0.0
70006,0.0,0.0,83.5,0.0,14.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0
70042,0.0,0.0,88.5,2.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70101,0.0,0.0,75.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
70261,0.0,0.0,88.5,0.0,0.0,0.0,0.0,0.0,10.5,1.0,0.0,0.0
70319,0.0,0.0,91.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70331,0.0,0.0,82.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
70366,0.2,0.0,73.8,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
70464,0.0,0.0,85.3,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
70466,0.0,0.0,72.8,0.0,0.0,0.0,0.0,0.7,0.0,26.5,0.0,0.0
70476,0.0,0.0,92.0,6.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
70705,0.0,0.0,72.7,0.0,0.0,0.0,0.0,0.8,0.0,26.5,0.0,0.0
70770,0.0,0.0,77.9,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.1
70854,0.0,0.0,88.5,0.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70900,0.0,0.0,83.0,0.0,0.0,0.0,3.5,0.0,13.5,0.0,0.0,0.0
70922,0.0,0.0,85.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
70938,0.0,0.0,89.5,0.0,7.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0
71048,0.0,0.0,79.5,0.0,20.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
71126,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,10.5,3.5,0.0,0.0
71155,0.5,0.0,92.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71177,0.0,0.5,87.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71203,0.0,0.0,88.0,0.0,7.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0
71332,0.0,0.0,72.5,0.0,1.5,0.0,0.0,0.0,0.0,26.0,0.0,0.0
71484,0.0,0.0,89.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
71521,0.0,0.0,89.5,7.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
71608,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,4.5,10.5,0.0,0.0
71649,0.0,0.0,78.0,0.0,3.5,0.0,0.0,0.0,0.0,18.5,0.0,0.0
71700,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,5.5,11.5,0.0,0.0
71703,0.0,0.0,82.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0
71707,0.0,0.0,89.5,8.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
71709,0.0,0.0,92.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
71859,0.0,0.0,78.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0
71886,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,1.5,17.5,0.0,0.0
71923,0.0,0.0,89.5,0.0,9.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71936,0.0,0.0,84.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0
71953,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,2.5,14.5,0.0,0.0
72086,0.0,0.0,88.5,0.0,1.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0
72235,0.0,0.0,94.5,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72447,0.0,0.0,76.5,0.0,3.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0
72473,0.0,0.0,86.5,0.0,0.0,0.0,1.0,0.0,12.5,0.0,0.0,0.0
72560,0.0,0.0,83.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72582,0.0,0.0,84.0,0.0,14.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0
72596,0.0,0.0,89.5,0.0,1.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0
72711,0.0,0.0,78.7,0.0,0.0,0.0,0.0,0.8,0.0,20.5,0.0,0.0
72716,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,10.5,1.5,0.0,0.0
72837,0.0,0.0,76.5,0.0,0.0,0.0,10.0,0.0,13.5,0.0,0.0,0.0
73066,0.0,0.0,85.0,1.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73122,0.0,0.0,73.5,0.0,0.0,0.0,0.0,0.5,0.0,26.0,0.0,0.0
73235,0.0,0.0,89.5,0.0,5.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0
73241,0.0,0.0,93.0,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73479,0.0,0.0,84.5,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.5,0.0
73521,0.0,0.0,89.5,0.0,0.0,0.0,0.0,0.0,8.5,2.0,0.0,0.0
73670,0.0,0.0,81.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
73842,0.0,0.0,85.5,0.0,0.0,0.0,0.0,0.0,5.5,9.0,0.0,0.0
73854,0.0,0.0,83.5,2.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74121,0.0,0.0,78.5,2.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0
74157,0.0,2.5,93.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
74210,0.0,0.0,86.5,0.0,12.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
74222,0.0,0.0,93.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
74254,0.0,0.0,94.5,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74318,0.0,0.0,90.5,2.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74454,0.0,0.0,82.5,0.0,0.0,0.0,0.0,0.0,10.5,7.0,0.0,0.0
74497,0.0,0.0,87.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
74604,0.0,0.0,74.5,0.0,0.0,0.0,2.0,0.0,0.0,23.5,0.0,0.0
74624,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0
74758,0.0,0.0,83.4,0.0,16.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0
74774,0.0,0.0,89.0,0.0,3.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0
74839,0.0,0.0,83.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
74866,0.0,0.0,87.5,3.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0
74901,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0
74907,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0
74949,0.0,0.0,92.5,0.0,3.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0
74953,0.0,0.0,80.5,0.0,18.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
74967,0.0,0.0,87.5,0.0,12.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
75086,0.0,0.0,85.5,0.0,6.5,0.0,0.0,0.0,0.0,8.0,0.0,0.0
75154,0.0,0.0,85.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0
75252,0.0,0.0,77.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0
75337,0.0,0.0,77.0,0.0,0.0,0.0,9.5,0.0,13.5,0.0,0.0,0.0
75344,0.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,4.5,20.0,0.0,0.0
75347,0.0,0.0,77.5,0.0,0.0,0.0,0.0,0.0,2.0,20.5,0.0,0.0
75379,0.9,0.0,83.6,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75507,0.0,0.0,90.5,7.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
75632,0.0,0.0,74.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,8.5,0.0
75647,0.0,0.0,89.5,0.0,9.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
75658,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0
75856,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0
75938,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,8.5,0.0
75942,0.0,0.0,93.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
76010,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,10.5,0.0,6.0,0.0
76092,0.0,0.0,81.9,0.0,18.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
76213,0.0,0.0,72.5,0.0,19.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
76255,0.0,0.0,78.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,0.0,0.0
76301,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,1.5,21.5,0.0,0.0
76624,0.0,0.0,91.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76656,0.0,0.0,80.0,0.0,19.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
76676,0.0,0.0,81.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76679,0.0,0.0,86.5,0.0,11.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0
76747,0.0,0.0,90.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
76921,0.0,0.0,89.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
77063,0.0,0.0,83.6,0.0,16.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
77134,0.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,0.5,24.0,0.0,0.0
77253,0.0,0.0,86.5,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.5,0.0
77528,0.0,0.0,75.5,0.0,3.5,0.0,0.0,0.0,0.0,21.0,0.0,0.0
77544,0.0,0.0,83.8,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7
77677,0.0,0.0,82.0,0.0,0.0,0.0,7.5,0.0,10.5,0.0,0.0,0.0
77718,0.0,0.0,91.5,7.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77749,0.0,0.0,91.5,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
77859,0.0,0.0,84.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0
77946,0.0,0.5,85.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78014,0.0,0.0,80.0,0.0,2.5,0.0,0.0,0.0,0.0,17.5,0.0,0.0
78039,0.0,0.0,90.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
78049,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,2.5,0.0
78056,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,6.5,8.5,0.0,0.0
78060,0.0,0.0,87.5,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78106,0.0,0.0,89.5,0.0,8.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
78411,0.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,7.0,17.5,0.0,0.0
78478,0.0,0.0,83.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
78500,0.0,0.0,94.0,4.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
78529,0.0,0.0,79.5,0.0,17.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
78533,0.0,3.5,91.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0
78565,0.0,0.0,85.0,0.0,11.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0
78654,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,3.5,14.5,0.0,0.0
78658,0.0,0.0,83.5,0.0,11.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0
78682,0.0,0.0,87.5,9.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
78722,0.0,0.0,76.5,0.0,2.5,0.0,0.0,0.0,0.0,21.0,0.0,0.0
78814,0.0,0.0,71.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
78930,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,6.0,6.5,0.0,0.0
78986,0.0,0.0,91.5,0.0,6.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
79230,0.0,0.0,75.8,0.0,0.0,0.0,0.0,0.2,0.0,24.0,0.0,0.0
79299,0.0,0.0,73.0,0.0,0.0,0.0,1.5,0.0,0.0,25.5,0.0,0.0
79354,0.0,0.0,83.5,2.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0
79355,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.5,0.0,24.5,0.0,0.0
79365,0.0,2.0,92.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79659,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0
79697,0.0,0.0,84.0,0.0,0.0,2.5,0.0,0.0,13.5,0.0,0.0,0.0
79873,0.0,0.0,82.9,0.0,17.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
79965,0.0,0.0,81.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
79975,0.0,0.0,72.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
79983,0.0,0.0,77.5,0.0,0.0,0.0,10.0,0.0,12.5,0.0,0.0,0.0
80010,0.0,0.0,84.5,0.0,13.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0
80051,0.0,0.0,82.5,0.0,0.0,0.0,6.5,0.0,11.0,0.0,0.0,0.0
80074,0.0,0.0,76.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
80113,0.0,0.0,92.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
80245,0.0,0.0,83.5,0.0,4.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0
80336,0.0,0.0,88.5,0.0,5.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0
80370,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0
80427,0.0,0.0,73.5,0.0,0.0,0.0,0.0,0.0,0.0,24.5,2.0,0.0
80863,0.0,0.0,75.5,0.0,0.0,0.0,1.0,0.0,0.0,23.5,0.0,0.0
81111,0.0,0.0,89.5,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81147,0.0,0.0,80.0,0.0,4.5,0.0,0.0,0.0,0.0,15.5,0.0,0.0
81181,0.0,0.0,84.0,0.0,0.0,0.0,5.5,0.0,10.5,0.0,0.0,0.0
81277,0.0,0.0,75.5,0.0,0.5,0.0,0.0,0.0,0.0,24.0,0.0,0.0
81309,0.0,0.0,90.0,0.0,0.0,0.0,0.5,0.0,9.5,0.0,0.0,0.0
81377,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,1.5,0.0
81381,0.0,0.0,87.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0
81450,0.0,0.0,81.5,0.0,3.5,0.0,0.0,0.0,0.0,15.0,0.0,0.0
81779,0.0,0.0,74.9,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.1
81830,0.8,0.0,83.2,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81871,0.0,0.0,78.5,0.0,0.0,0.0,8.5,0.0,13.0,0.0,0.0,0.0
82005,0.0,0.0,83.5,0.0,13.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0
82061,0.0,0.0,90.0,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82089,0.0,0.0,88.0,0.0,6.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0
82161,0.0,0.0,91.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
82180,0.0,0.0,90.5,4.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
82205,0.0,0.0,76.5,0.0,0.0,0.0,10.5,0.0,13.0,0.0,0.0,0.0
82208,0.0,1.0,85.5,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0
82273,0.0,0.0,72.7,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.8
82276,0.0,0.0,79.5,0.0,0.0,0.0,8.5,0.0,12.0,0.0,0.0,0.0
82287,0.0,0.0,85.5,0.0,11.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
82620,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,11.5,3.5,0.0,0.0
82687,0.1,0.0,88.4,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82779,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,4.0,15.5,0.0,0.0
82955,0.0,0.0,90.5,0.0,4.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0
83260,0.0,0.0,85.5,0.0,0.0,0.0,0.0,0.0,3.0,11.5,0.0,0.0
83289,0.0,0.0,87.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83326,0.0,1.5,81.5,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
83514,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,13.0,0.0,6.5,0.0
83597,0.0,0.0,78.5,0.0,0.0,0.0,0.0,0.0,8.5,13.0,0.0,0.0
83621,0.0,0.0,79.5,0.0,19.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83626,0.0,0.0,91.5,0.0,3.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0
83642,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,7.5,5.0,0.0,0.0
83690,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,10.5,6.5,0.0,0.0
83696,0.0,0.0,84.5,0.0,0.0,0.0,0.0,0.0,5.0,10.5,0.0,0.0
83818,0.0,0.0,82.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
83885,0.0,0.0,90.5,0.0,6.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0
83890,0.0,0.0,93.5,5.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84207,0.0,0.0,84.0,0.0,13.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
84258,0.0,0.0,85.5,0.0,0.0,1.5,0.0,0.0,13.0,0.0,0.0,0.0
84268,0.0,0.0,83.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0
84338,0.0,0.0,83.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
84494,0.0,0.0,89.5,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84692,0.0,0.0,73.5,0.0,0.0,0.0,0.5,0.0,0.0,26.0,0.0,0.0
84817,0.0,0.0,84.5,0.0,0.0,0.0,4.0,0.0,11.5,0.0,0.0,0.0
84826,0.0,0.0,76.2,0.0,0.0,0.0,0.0,0.3,0.0,23.5,0.0,0.0
84896,0.0,0.0,81.0,0.0,16.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
84954,0.0,0.0,93.5,3.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0
84972,0.0,0.0,86.5,0.0,9.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
85356,0.0,0.0,84.0,3.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85637,0.0,0.0,92.5,5.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
85682,0.5,0.0,81.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85712,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,10.5,2.0,0.0,0.0
85965,0.0,0.0,74.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
86147,0.0,0.0,76.5,0.0,0.0,0.0,0.0,0.0,7.5,16.0,0.0,0.0
86326,0.0,0.0,75.0,0.0,21.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
